,area,area_code,position,full_info,id,description,tags,published,size,width,height,orientation,site,gender,alias
1155,Public Law & Global Governance,40352,,"<p>   holds a PhD in Constitutional Law. She has been involved in constitutional and institutional reform processes in Libya, Jordan, Mali, Somalia, and South Sudan, working extensively with both institutional actors and civil society organizations, including women’s organizations. She has conducted research and training and facilitated dialogue sessions for UNDP, UNOPS, the Max Planck Foundation for International Peace and the Rule of Law, and the Spanish Agency for International Development Cooperation amongst others. As consultant with the Max Planck Foundation, she is currently involved in South Sudan’s permanent constitution-making process. Her current professional and research interests are centered on the interaction between democratic support mechanisms and development policy in transitional contexts. She teaches Constitutional Law at IE University in Madrid. She is fluent in Arabic, Spanish, French and English.</p><h4>CORPORATE EXPERIENCE</h4><p>• Executive Director, Arab Association of Constitutional Law, Lebanon, 2022 – Present</p><p>• Legal and Constitutional Expert (Consultant), Max Planck Foundation for International Peace and the Rule of Law, Germany, 2022 – Present</p><p>• Programme Officer, World Leadership Alliance – Club de Madrid, Spain, 2017 – 2019</p><p>• Senior Research Fellow, Max Planck Foundation for International Peace and the Rule of Law, Germany, 2015 – 2016</p><h4>ACADEMIC EXPERIENCE</h4><p>• Adjunct Professor of Constitutional Law, IE University, Spain, 2016 – Present</p><p>• Invited Professor, “Political Transitions and Constitutional Reform Processes”, Sciences Po Toulouse, France, 2020 – 2022</p><p>• Adjunct Professor of Legal History, Universidad Carlos III, Spain, 2009 – 2013 and 2014 – 2017</p><p>• Adjunct Professor, “Contemporary Cultures and Societies”, 2012 and 2015</p><p>• Invited Professor of Spanish Constitutional Law, Université Catholique de Paris, France, 2011 – 2013</p><h4>ACADEMIC BACKGROUND</h4><p>• Ph.D. (cum laude) in Constitutional Law, Universidad Carlos III, Spain, 2012</p><p>• Master’s Degree in Constitutional Law, Universidad Carlos III, Spain, 2006</p><p>• Master’s Degree in Comparative Public Law, Université Paris I – Panthéon-Sorbonne, France, 2005</p><p>• Undergraduate Degree in Law (Emphasis: Public Law), Université Saint-Joseph de Beyrouth, Lebanon, 2004</p>",21291,Black and white photo of a smiling woman with shoulder-length hair standing in front of a brick wall.,"['woman', 'smiling', 'black and white', 'brick wall', 'portrait']",2023-01-17T12:35:32.638Z,6312,170,170,S,global,1,Julia Severa
1156,Human Resources & Organisational Behaviour+Humanities,29473,,"<p>Over the last 28 years  has directed over 45 shows in Spain and Latin America. Many have had such critical acclaim and commercial success and that she has been named The Midas Queen of The Spanish Stage by the newspaper El Pais. El Método Grönholm by Jordi Galceran was one of the most popular plays of the last decade and ran for years at the Marquina Theatre in Madrid. Many of her shows have premiered at International theatre festivals such as the Almagro Classical Theatre Festival, and Merida’s Greek-Roman Theatre Festival. At the moment she has two shows on in central Madrid, El Método Grönholm and Laponia which are both box office hits and 2 more shows are expected to be opening in 2023.</p><p>She also brings her skills as a Director and Theatre Practitioner to her Coaching work delivering communication training to the corporate world in English, Spanish and Catalan enhancing engagement and confidence when delivering key messages in public. She has worked with the British Training company Dramatic Resources for many years, using her passion to empower women through their Women’s Leadership programmes and on other programmes.</p><p>In 2021 she wrote and directed a Master Show for Beliquid which is an experiencial theatre show for corporate training thereby combining her two passions: Theatre and Coaching.</p><p>She has a passion for Education and she was the Director of the Theatre Arts degree course at the European University in Madrid for 11 years. She is an adjunct professor at the IE Madrid and lecturer at the Universidad de la Rioja, Bilbao and UNIR.</p><p>In her spare time she iscompleting a PHD in theatrical translation.</p><h4>CORPORATE EXPERIENCE</h4><p>• Trainer for Dramatic Resources Top Team, 2012 – Present</p><h4>ACADEMIC EXPERIENCE</h4><p>• Director of Theatre Arts degree course at the European University Madrid, 2011 – 2019</p><p>• Associate Profesor UNIR, 2019 – Present</p><p>• Lecturer Universidad de la Rioja, 2019 – Present</p><p>• Adjunct Professor IE, 2017 – Present</p><h4>ACADEMIC BACKGROUND</h4><p>• BA Theatre Studies . University of Kent at Canterbury. 1989</p><p>• MA Theatre Arts. UCM, 2015</p><p>• Currently working on PhD. Theatrical TranslaNon. UCM</p>",20605,Portrait of a middle-aged woman with blonde hair wearing a black shirt and silver accessories,"['portrait', 'woman', 'blonde hair', 'black shirt', 'silver accessories']",2022-12-28T14:13:31.120Z,5872,170,170,S,global,1,Pompeia Paulla
1157,Strategy+Entrepreneurship,29478,,"<p>  graduated in Business Administration at the California State University, USA; and obtained his Executive MBA at IE Business School in Madrid in 2007.</p><p>During his first 15 years of career, he held management positions in large European and Asian multinational companies, working intensively in international projects in different sectors, such as energy, industrial plant and IT.</p><p>Today he is a shareholder and Board Member in different companies, has participated in the development on a number of ventures and he is founder, among others, of Almanor International, a company specialized in the expansion into international markets.</p><h4>CORPORATE EXPERIENCE</h4><p>• Co-Founder. Shareholder. Board Member. Executive Director. ALBORAN INVESTMENT, 2016 – Present</p><p>• Founder. Owner. CEO. ALMANOR INTERNATIONAL, 2011 – Present</p><p>• General Manager of its subsidiary Resa-Cape JV. CAPE PLC, 2008 – 2011</p><p>• Business Development Director. MARUBENI EUROPE PLC., 2002 – 2008</p><p>• International Delegate. ALANIA OIL, S.A., 2000 – 2002</p><p>• General Manager – Southern Europe – Plastic Division. DYNO INDUSTRIER ASA., 1999 – 2000</p><h4>ACADEMIC EXPERIENCE</h4><p>• Adjunct Professor of Business Management at IE University, Spain, 2013 – Present</p><h4>ACADEMIC BACKGROUND</h4><p>• Executive MBA, Instituto de Empresa (IE), Madrid, Spain, 2006 – 2007</p><p>• B.S. in Business Administration, Major in Marketing. California State University (USA), 1990 – 1994</p><p>• In-company program (70 hours) at Marubeni Tama Training Center, Tokyo, 2004</p>",21956,"A man in a gray coat and white shirt, posing with a slight smile against a plain white background.","['man', 'gray coat', 'white shirt', 'slight smile', 'plain background']",2023-01-26T11:34:27.916Z,8564,200,200,S,global,0,Spurius Claudius Agricola
1158,Architecture & Design,40358,,"<p>Dr.   is a sustainability, innovation and management scholar whose research focuses on sustainable product design and development, systems of production and consumption, sustainability-oriented innovation, circular economy and biomimicry. She also has expertise in creativity for sustainability among business, design and engineering professionals in interdisciplinary settings. Before pursuing her PhD,  worked as a design consultant, sustainability strategist and certified biomimicry professional consulting with corporate, municipal and non-profit organizations. As a practitioner of nature-inspired innovation, she consulted on domestic and international projects ranging from new product design to industrial ecosystems, to new cities for two million inhabitants. She has also served as the lead facilitator for numerous workshops with corporate clients and has lectured for large audiences.  When not engaging in scholarly work, she can usually be found engaging in nature.</p><h4>Academic Experience</h4><p>• Assistant Professor - Sustainable Design, School of Architecture and Design, IE University, Spain, 2023 - Present</p><p>• Assistant Professor and Product Track Coordinator, Outdoor Industry MBA, School of Business, Western Colorado University (WCU), United States, 2017 - 2024</p><p>• Teaching Assistant Professor Product Design, Innovation, and Management Walton College of Business, Strategy, Entrepreneurship and Venture Innovation, University of Arkansas, United States, 2022 - 2023</p><p>• Graduate Faculty – Sustainable Design Minneapolis College of Art and Design, Graduate Faculty, Sustainable Design, United States, 2017 - 2020</p><p>• Marie Curie Early Career Researcher, Innovation for Sustainability University of Exeter, UK, 2013 - 2017</p><h4>Academic Background</h4><p>• PhD in Management Studies, “Factors Influencing the Adoption of Nature Inspired Innovation in Multinational Corporations”, School of Business, University of Exeter, UK, 2017</p><p>• Bachelor of Arts, Environmental Biology and Environmental Studies Cum Laude, Western Colorado University, Gunnison, CO, 2006</p><h4>Corporate Experience</h4><p>• Founder &amp; Biomimicry Strategist, Symbiosis 2012 - Present</p><p>• ICELab@Western Colorado University, Accelerator Coordinator, 2017</p><p>• Director of Consulting, Biomimicry 3.8, 2011 - 2012</p><p>• Biologist at the Design Table,  Biomimicry Guild, 2007 - 2011</p><p>• Design Assistant, Lyle Center for Regenerative Studies, California Polytechnic University-Pomona, USA, 2003</p><p><strong>SUSTAINABLE DEVELOPMENT GOALS (SDGs)</strong></p><p>9- Industry, Innovation and Infraestructure</p><p>12- Responsible Consumption and Production</p><p>15- Life on Land</p>",177264,"A smiling woman with curly hair, standing outdoors, wearing a light blue v-neck dress.","['woman', 'smiling', 'curly hair', 'outdoors', 'blue dress']",2024-10-22T07:17:38.264Z,92688,450,450,S,global,1,Calpurnia Flacca
1159,Humanities,40360,,"<p>  is the Associate Director of the Bachelor in Design at IE University. She holds a Master of Science in Global Affairs from New York University and a Master in Creative Writing from The Core School. She holds a Bachelor in Journalism from the Universidad de Navarra and has worked as an editor and writer for various national and international media outlets such as Ars Magazine, The Telegraph-Calcuta, La Gaceta de los Negocios, Jane’s Intelligence Review or El Español. Before joining IE University in 2016, she worked as an Associate for Human Rights Watch in Washington, DC.</p><h4><strong><strong>Corporate Experience</strong></strong></h4><ul class=""decimal_type""><li>Associate Director, Bachelor in Design (November 2022-onwards), and Bachelor in Business Administration (June 2016 – November 2022), IE University, Spain</li><li>Freelance Journalist, August 2014 – June 2016 </li><li>Associate, Human Rights Watch, United States, June 2013 – June 2014</li><li>Professor Assistant, New York University, United States, August 2012 – May 2013</li><li>Editor, Ars Magazine, Spain, October 2008 – August 2011 </li></ul><h4><strong>Academic Experience</strong></h4><ul><li>Guest speaker, New York University, February 2022</li><li>Guest speaker, IE University, Spain, October 2020 </li><li>Guest speaker, IE University, Spain, November 2019 </li><li>Speaker, Universidad de Navarra, Spain, March 2015 </li></ul><h4><strong>Academic Background</strong></h4><ul><li>Master’s in creative writing, The Core School, Spain, 2024</li><li>Master’s of Science in Global Affairs, New York University, United States, 2013</li><li>Licenciatura en Periodismo, Universidad de Navarra, Spain, 2008 </li></ul>",178264,A professional woman with brown hair smiling in an office environment.,"['professional', 'woman', 'smiling', 'office', 'business attire']",2024-11-26T11:22:22.748Z,201040,500,500,S,global,1,Horatia Lepida
1160,Private & Business Law,40353,Law for Design Entrepreneurs | Partner at Mavens,"<p> has vast experience in Company Law, mergers, purchases and restructuring, family company, financing, private equity and bids, commercial operation structuring, business succession, conflict resolution, litigations and arbitration. She provides legal strategic advice to companies and individuals.</p><p> is a founding partner of Mavens Abogados, where she manages the Business Law Department. She previously worked at Clifford Chance (from 1999 to 2005) and was founding partner of Rodés &amp; Sala Abogados in Madrid (where she worked from 2005 to 2008). She began her career at Gómez-Acebo &amp; Pombo (where she worked from 1993 to 1995) and PwC-Landwell (where she worked from 1995 to 1999).</p><p>In September 2007 she was awarded “Forty Lawyers Under Forty”, which selects 40 prestigious lawyers from Spain and Portugal. She has also been ranked in the directory Legal 500 2008-2009 as an outstanding Corporate and M&amp;A lawyer.  was nominated for the best professor of IE’s judicial and attorney programs and elected as most valuable professor in July 2006 and July 2008.</p><h4>Academic background:</h4><p>LLM, IE Law School (1995)</p><p>Graduate in Law, Universidad Pontificia Comillas ICADE (1993)</p><h4>Publications:</h4><p> is co-author of the book “Ética en la profesión legal” (Ethics in the legal profession), published by Aranzadi in 2008.</p>",13189,"A professional portrait of a woman with dark, curly hair and a patterned dress.","['portrait', 'woman', 'curly hair', 'patterned dress', 'professional']",2022-10-04T12:28:15.361Z,8056,170,170,S,global,1,Valeria Caesaria
1161,Marketing & Communication,29476,,"<p>An expert in brand management, the management experience of Professor  has always been in the Marketing field. Currently, aside from being a Professor at IE Business School, she is an Associate Consultant at CONENTO, a leading firm in analytical marketing. She is also a member of the Expert Advisory Network at Frontier Strategy Group, a business intelligence and corporate advisory firm focused on emerging markets. During her professional career, Professor  has served as an executive advisor, coach or educator at a variety of firms and institutions.</p><p>Prior to this, Professor  held different managing positions in the marketing departments of consumer goods companies Procter &amp; Gamble and Kellogg. “I have actively participated in managing brands like Ariel, Fairy, Smacks and Frosties, among others. This includes target group definition, brand positioning, product portfolio management, price setting, and development of advertising and other communication tools. I have also been responsible for new brands introductions and for developing innovation projects at a European level and I have handled Market Research, Media Management, Agency Coordination and Customer Services”, explains Professor , who combines a business and academic profile.</p><p>Professor  holds a Ph.D. in Marketing from the Universidad Complutense and an MBA from IESE Business School. She has received numerous teaching awards from students including Best Professor in the MBA Program at IE Business School. Her main areas of research focus on assessing the profitability of marketing activities and its role in value creation for the firm. She is a frequent speaker in meetings and seminars.</p><h4>Corporate Experience</h4><p>• Associate Consultant at Conento</p><p>• Member of the Expert Advisory Network at Frontier Strategy Group</p><p>• Senior Consultant and Executive Coach at Seeliger y Conde, part of the Amrop Group</p><p>• Independent Advisor in Marketing</p><p>• Marketing Services Manager at Kellogg Iberia</p><p>• Marketing Manager at Kellogg Iberia</p><p>• Brand Manager at Procter &amp; Gamble Spain</p><h4>Academic Experience</h4><p>• Adjunct Professor of Marketing, at IE Business School, since 2003</p><p>• Visiting Professor of Marketing at ESIC, Madrid</p><h4>Academic Background</h4><p>• PhD in Marketing, Universidad Complutense, Madrid</p><p>• MBA, IESE, University of Navarra, Barcelona (Spain)</p><p>• Fuqua School of Business, Duke University, Durham NC (USA)</p><p>• Business Management Degree, Universidad San Pablo (CEU), Madrid</p><p>• Law Degree, Universidad Complutense, Madrid</p>",17413,Portrait of a smiling woman with shoulder-length brown hair set against a geometric patterned background.,"['portrait', 'woman', 'smile', 'brown hair', 'geometric background']",2022-11-21T10:06:50.418Z,13419,400,400,S,global,1,Cornelia Severa
1162,Public Law & Global Governance,40352,Professor IE Law School,"<p> joined the law firm Pinset Masons in 2018. Previously she worked in Simmons &amp; Simmons  as a result of the merger with Mochales &amp; Palacios, which she joined in 2002.  is a member of the firm’s crime, fraud &amp; investigations group of Simmons &amp; Simmons. Prior to joining Mochales &amp; Palacios,  worked in the litigation department of PricewaterhouseCoopers (Landwell), specialising in civil, criminal and administrative proceedings. She has experience on advising international and domestic companies in many industry sectors in their proceedings before the Spanish Courts. She has been an adjunct teacher at the LL.M. on Corporate Criminal Law from 2001 to 2008 and is an Associated Professor in Criminal Law, Corporate Criminal Law and Criminal Procedural Law. She earned a PhD in Corporate Law by the Universidad Autónoma de Madrid; her thesis focused on the directors’ criminal and civil liability and she earned a Cum laude calcification for it. She has written several publications on Criminal Law and other related matters.</p><strong>Academic Background:</strong><ul><li>PHD in Corporate Law. Universidad Autonoma de Madrid. 2004-2016</li><li>Thesis: The influence of the directors’ and auditors’ duties on the forgery of the corporate annual accounts (Cum Laude)</li><li>Degree of Advanced Studies: Directors' liability arising from breach of the duties imposed on corporations. (2005-2006)</li><li>Doctoral courses: Competition law, Corporate criminal law, Insolvency proceedings, Manager’s liability and Financial Markets. (2004-2005)</li><li>Master in Corporate Law. IE Law School. 1998-99</li><li>Bachelor of Laws. Universidad Autonoma de Madrid. 1994-1998</li></ul><strong>Publications:</strong><ul><li>The directors’ and auditors’ liability in the process to elaborate the annual accounts. The guarantor position in the criminal field, Thomson Reuters-Aranzadi; 2017</li><li>""Spain introduces compliance programs as a defense to criminal liability for companies”. Simmons &amp; Simmons Crime Bulletin. 2015.</li><li>“Computer registry and the intimacy right, Supreme Court Judgment 7-11-2011”. SEPIN. 2012.</li><li>""Investor protection in Spain: Fraud and the dissemination of false rumors”. Simmons &amp; Simmons Crime Bulletin. 2011.</li></ul>",17415,"A professional woman with dark hair, wearing a black blazer, smiles slightly in front of a bookshelf.","['professional', 'woman', 'black blazer', 'bookshelf', 'smiling']",2022-11-21T10:06:53.162Z,11397,200,200,S,global,1,Sergia Paulla
1163,Economics,17166,,"<p>  holds a PhD in Public Policy Analysis-Economics, and a Bachelor’s Degree in Business Administration. She has been Professor of Practice at IE University since 2012, teaching in the area of Economic Environment, and she seats at the Board of Directors of CaixaBank. Previously, she held high ranking positions in economic areas of the Spanish Public Administration for ten years (Secretary General for Industry in the Spanish Ministry of Industry, Tourism and Trade; Director General in the Economics Department and Secretary General at the Department of Social Affairs, both at the Regional Government of Aragon). Previously, she worked for ten years as an Economist at the Economics Department of the Organisation for Economic Cooperation and Development (OECD), in Paris. In the academic area, she has been Visiting Professor at the Universidad Complutense de Madrid and Lecturer and Research Assistant at the University of Illinois in Chicago. She has been member of several Boards of Directors, among them those of Instituto de Crédito Oficial (ICO, Dec 2018-March 2021), Sociedad Estatal de Participaciones Industriales (SEPI, 2008-2011), NAVANTIA (2010-2011), Consorcio de la Zona Franca de Barcelona (2008-2011), and Instituto Tecnológico de Aragón (ITA, 2004-2007); and Board of Directors member of several Foundations, like Fundación Zaragoza Logistics Center (ZLC, 2005-2007)), Fundación para el Desarrollo de las Tecnologías del Hidrógeno en Argón (2005-2007), and Fundación Observatorio de Prospectiva Tecnológica Industrial (2008-2011). She has also held the highest level representation of the Spanish government in various international institutions, like the European Space Agency, where she headed the Spanish Delegation, the Competitiveness Council of the European Union, and CARS21 (<em>High Level Group on the competitiveness and sustainable growth of the automotive industry in the EU</em>).</p><h4>ACADEMIC EXPERIENCE</h4><p>• Professor of Practice, IE University, Madrid, Spain, 2012 – Present</p><p>• Visiting Professor, Universidad Complutense de Madrid, Madrid, Spain, 1991 – 1992</p><p>• Lecturer, University of Illinois at Chicago, Illinois, USA 1988 – 1990</p><h4>ACADEMIC BACKGROUND</h4><p>• Ph.D. in Public Policy Analysis, Economics, University of Illinois at Chicago, USA, 1990</p><p>• Bachelor in Business Administration, Universidad de Zaragoza, Spain, 1982</p><h4>CORPORATE EXPERIENCE</h4><p>• Member of the Board of Directors of CaixaBank, 2020 – Present</p><p>• Member of the Board of Directors of Instituto de Crédito Oficial (ICO), 2018 – 2021</p><p>• Secretary General for Industry, Ministry for Industry, Tourism and Commerce, Spain, 2008 – 2012</p><p>• Secretary General for Social Affairs and Family, Government of Aragón, 2007 – 2008</p><p>• Director General for Economic Policy, Government of Aragón, 2003 – 2007</p><p>• Director of the Research Department, Economics Department, Government of Aragón, 2002 – 2003</p><p>• Economist, Economics Departament, OECD, Paris, France 1992 – 2002</p><p>• Other Board of Directors Membership: Sociedad Española de Participaciones Industriales (SEPI, 2008 – 2011), Navantia (2010 – 2011), Agencia Espacial Europea (2008 – 2011), Instituto Tecnológico de Aragón (2004 – 2007), Gerencia del Sector Naval (2008 – 2011), Consorcio de la Zona Franca de Barcelona (2008 – 2011), Savia Capital Riesgo (2005 – 2007), Fundación Zaragoza Logistics Center (2005 – 2007), Fundación Centro de Investigación de Recursos y Consumos Energéticos (CIRCE, 2004 – 2007), Fundación para el Desarrollo de las Nuevas Tecnologías del Hidrógeno en Aragón (2005 – 2007), Fundación Observatorio de Prospectiva Tecnológica Industrial (OPTI, 2008 – 2001), Centro Español de Metrología (2008 – 2011)</p>",17417,"A portrait of a smiling woman with long brown hair, wearing a patterned blouse and a silver star necklace.","['woman', 'smiling', 'portrait', 'long hair', 'patterned blouse', 'silver necklace', 'star necklace']",2022-11-21T10:06:55.799Z,46399,300,300,S,global,1,Licinia Caesaria
1164,Humanities,40360,,"<p>Dr.  “Ted”  holds the UNESCO Chair in AI Ethics &amp; Governance at IE University, where he is Assistant Professor of Philosophy. ’s research bridges political philosophy and applied ethics, focusing on the relationship between artificial intelligence and democratic ideals, the responsibilities of technology companies, and the ethics of private efforts to address public problems. His scholarship appears in premier outlets across multiple disciplines, including the <em>Oxford Handbook of AI Governance, Stanford Encyclopedia of Philosophy, Journal of Business Ethics, Organization Studies,</em> and <em>History of Political Thought.</em> His first book, <em>The Tyranny of Generosity: Why Philanthropy Corrupts Our Politics and How We Can Fix It</em> (Oxford University Press, 2022), received an honorable mention for the ECPR Political Theory Prize. A second book, tentatively titled <em>Recoding Democracy: AI and the Fight for Democracy’s Future</em>, is under contract with Polity Press. His dynamic lecturing and dedication to student development have earned multiple awards for pedagogical innovation and excellence. He serves as a member of UNESCO AI Ethics Experts Without Borders, an officer of the ECPR Political Theory Standing Group, and an advisor to the ethics strategy firm Compass Ethics. He frequently contributes to public debates and consults organizations on navigating ethical frontiers in business, technology, and governance. He holds degrees from Harvard (A.B.) and Princeton (M.A., Ph.D.) and completed postdoctoral fellowships at Stanford, Goethe, Hertie, and Oxford, where he was an inaugural fellow at the Institute for Ethics in AI.</p><h4>ACADEMIC EXPERIENCE</h4><p>• Assistant Professor of Philosophy, IE University, Spain, 2022 – Present</p><p>• Research Fellow in Ethics in AI, University of Oxford, UK, 2020 – 2022</p><p>• Thyssen Postdoctoral Fellow, Hertie School, Germany, 2019 – 2020</p><p>• Justitia Amplificata Postdoctoral Fellow, Goethe University, Germany, 2018 – 2019</p><p>• Interdisciplinary Ethics Postdoctoral Fellow, Stanford University, USA, 2016 – 2018</p><h4>ACADEMIC BACKGROUND</h4><p>• Ph.D. in Politics, Princeton University, USA, 2016</p><p>• M.A. in Politics, Princeton University, USA, 2013</p><p>• A.B. in Government, Harvard University, USA, 2008</p><h4>CORPORATE EXPERIENCE</h4><p>• Director and Expert Lead, Technology and Social Impact, Compass Ethics, USA, 2022 – Present</p><p>• Senior Associate, Principia Advisory, Switzerland, 2019 – Present</p><p>• Program Assistant, Social Science Research Council, USA, 2009 – 2010</p><p>• Communications Associate, Corporate Accountability International, USA, 2008 – 2009</p><p><strong>SUSTAINABLE DEVELOPMENT GOALS (SDGs)</strong></p><p>10- Reduced Inequalities</p><p>12- Responsible Consumption and Production</p><p>16- Peace, Justice and Strong Institutions</p>",17418,"Black and white portrait of a young man with a thoughtful expression, dressed in a formal shirt and jacket, standing against a background with mathematical equations.","['portrait', 'young man', 'thoughtful', 'black and white', 'formal attire', 'mathematical background']",2022-11-21T10:06:56.988Z,16559,200,200,S,global,0,Spurius Claudius Flaccus
1165,Sustainable Development+Accounting & Management Control,40357,,"<p>Doctor  is specialized in researching and teaching Management Control and social entrepreneurship. Specifically, his research focuses on the use of management control in social enterprises and its effects on social workers motivation and behavior. He is trained in qualitative methodology and his research is published and under review in international journals such as Management Accounting Research and Research of the Sociology in Organizations. He defended his PhD thesis at Sorbonne University (France) and did a Post-doc in accounting at Université Laval. He was also a Faculty Member at the Smith School of Business, Queen’s University, Ontario. Doctor  also taught Management control at ESCP Europe and Business Performance Management at HEC Paris.</p><h4>ACADEMIC EXPERIENCE</h4><p>• Assistant Professor, IE University, 2017 – Present</p><p>• Faculty Member in the Accounting Group, The Smith School of Business, Queen’s University (Ontario, Canada), 2015 – 2016</p><p>• Post-doc Research Fellow, Université Laval (Quebec, Canada), 2014</p><h4>ACADEMIC BACKGROUND</h4><p>• PhD in Management Accounting, Sorbonne University – Business School (France), 2013</p><p>• Phil in Organization Studies, University of Paris/Mines-ParisTech, 2008</p><p>• B.A. in Business, Conservatoire National des Arts et Métiers, 2003</p><h4>CORPORATE EXPERIENCE</h4><p>• Wealth Manager, CIC Bank (France), 2004 – 2008</p><p><strong>SUSTAINABLE DEVELOPMENT GOALS (SDGs)</strong></p><p><span data-sheets-root=""1"">1- No Poverty</span></p><p><span data-sheets-root=""1"">8- Decent Work and Economic Growth</span></p><p><span data-sheets-root=""1"">15- Life on Land</span></p>",17420,A portrait of a smiling man in a white shirt standing in front of a green leafy background.,"['man', 'smiling', 'white shirt', 'green background', 'portrait']",2022-11-21T10:06:59.403Z,23843,400,400,S,global,0,Spurius Claudius Paullus
1166,Marketing & Communication,29476,,"<p>For over 20+ years in the corporate circuit, until early 2019. Always in large international corporations, based in France, the UK, Spain and Switzerland. A career centered on strategy, communication, branding and marketing, in the sectors of brand consulting, entertainment and financial services. Since 2019, launched a private investment firm.</p><h4>Corporate Experience</h4><ul><li>From 2019 – Co founder and CEO of Aetās Partnership, private investment firm</li><li>2015-2019 – Global Head of com and branding for UBS Wealth Management – Zurich HQ</li><li>2006-2014 – Multiple roles at Santander Group, both in the UK and Spain. Including head of strategy for direct banking, head of distribution for Insurance, Head of strategy and governance for the joint venture Zurich-Santander.</li><li>2000-2006 – Multiple roles at American Express International HQ in London, including head of online strategy for Amex Cards International, Head of online experience for Amex EMEA, Head of Brand, membership rewards and sponsorship for Amex UK.</li><li>2000 – head of digital com at boo.com in London.</li><li>1998-1999 – Head of marketing for Sony Pictures Southern Europe, out of Paris.</li><li>1994-1998 – Account manager at Ogilvy &amp; Mather France in Paris</li></ul><h4>Academic Experience</h4><ul><li>Adjunct professor since summer 2019<ul><li>Executive program (hacking exponential growth)</li><li>Masters (master in corporate marketing and communication)</li><li>University (final project thesis director, innovation lab, advanced program, entrepreneurship program)</li></ul></li></ul><h4>Academic Background</h4><ul><li>Executive Masters from MIT (three masters)</li><li>Executive leadership program from IESE</li><li>INSEEC Business School in Paris including summer session at University of California in Los Angeles in World Politics</li></ul>",17421,A black and white photo of a smiling man in a suit looking away from the camera.,"['man', 'smiling', 'black and white', 'suit', 'outdoors']",2022-11-21T10:07:00.863Z,61029,200,200,S,global,0,Spurius Claudius Scipio
1167,Humanities,40360,,"<p>  is an Adjunct Professor at IE University and an interdisciplinary social science researcher, with specialized training in Anthropology, Economics, and International Relations.</p><p>Her current research examines how modernity and globalization narratives, along with their marshalling of class, kinship, and gender expectations, are employed to justify or change social/cultural practices within non-G-20 countries, and specifically in North Africa.  also works on artificial intelligence, investigating key conceptual constructs, their theoretical implications and impacts in both the Global North and Global South. Her research on this topic received the 2019 London School of Economics Bloch and Parry Award.</p><p>Previously,  worked as an Economist and Policy Analyst at the OECD in Paris, where she worked on multiple projects with partner countries in Central Asia, addressing economic diversification beyond extractive industries, gender, finance and inclusivity, and ease of doing business.  also served at UNESCO, where she provided data, textual content, as well as editing and production services for a high-level publication released at the 2014 UN General Assembly as well as for other work conducted under the aegis of the Post-2015 Development Goals Agenda. These professional experiences greatly impacted her understanding of intra-national, political-economic dynamics, as well as her appreciation of key features of knowledge production on a global scale, which she seeks to bring to her research and teaching.</p><h4>Corporate Experience</h4><p>• Economist and Policy Analyst, Organisation for Economic Co-operation and Development (OECD), France, 2014 - 2017</p><p>• Internal Consulting, United Nations Educational, Scientific and Cultural Organization (UNESCO), France, 2014</p><h4>Academic Experience</h4><p>• Adjunct Professor, IE University, Spain, 2023 - Present</p><p>• Graduate Student Teacher, Department of Anthropology, London School of Economics, UK, 2022 - Present</p><p>• Graduate Student Teacher, Programme in International Relations, Government, and Society, London School of Economics, UK, 2023</p><p>• Co-Convenor of Summer Seminar Series, London School of Economics, UK, 2023</p><h4>Academic Background</h4><p>• PhD in Anthropology, London School of Economics, UK, Exp 2024</p><p>• MRes in Anthropology, London School of Economics, UK, 2020</p><p>• MSc in Social Anthropology, London School of Economics, UK, 2019</p><p>• MRes in Economics, University of Paris Dauphine – PSL Research University, France, 2014</p><p>• MA in International Relations, American Graduate School in Paris, France, 2012</p><p>• BA in Philosophy, Middle Tennessee State University, USA, 2003</p>",166373,"A caucasian woman with red hair wearing a suit and a white shirt, standing against a brick wall background.","['woman', 'red hair', 'suit', 'white shirt', 'brick wall', 'professional']",2024-05-08T11:41:45.825Z,24634,270,270,S,global,1,Horatia Flacca
